#,Study,Arch.,Pipeline (basis),Implementation,Mono/multi,Input type,Model note,Source lang family,Source lang,Total source lang (min),Total source lang (utterances),Source data,Target lang family,Target lang,Target lang (minutes),Target lang (utterances),Target data,Combined data,Data rate (target/combied),Metric,Criterion,Type,Value
148,E,S2S,Tacotron 2,nVIDIA,Multi,Grapheme,T2-mlms-tl,,Javanese + Sudanese,240.0,,11.52,,Indonesian,420,,20.16,31.68,0.6363636363636364,MOS,Naturalness/overall quality,S,4.345
149,E,S2S,Tacotron 2,nVIDIA,Multi,Grapheme,T2-mlms-tl,,Javanese + Sudanese,240.0,,11.52,,Indonesian,420,,20.16,31.68,0.6363636363636364,SUS-Wacc,Intelligibility,O,0.9896
150,E,S2S,Tacotron 2,nVIDIA,Multi,Grapheme,T2-mlms-gst-tl,,Javanese + Sudanese,240.0,,11.52,,Indonesian,420,,20.16,31.68,0.6363636363636364,MOS,Naturalness/overall quality,S,4.286
151,E,S2S,Tacotron 2,nVIDIA,Mono,Grapheme,T2-jv-tl,,English,1440.0,,69.12,,Javanese,16,,0.768,69.888,0.010989010989010988,MOS,Naturalness/overall quality,S,4.077
152,E,S2S,Tacotron 2,nVIDIA,Mono,Grapheme,T2-jv-tl,,English,1440.0,,69.12,,Javanese,16,,0.768,69.888,0.010989010989010988,SUS-Wacc,Intelligibility,O,0.9502
153,E,S2S,Tacotron 2,nVIDIA,Multi,Grapheme,T2-mlms-tl,,Indonesian + Sudanese,522.0,,25.055999999999997,,Javanese,138,,6.624,31.679999999999996,0.2090909090909091,MOS,Naturalness/overall quality,S,4.2
154,E,S2S,Tacotron 2,nVIDIA,Multi,Grapheme,T2-mlms-tl,,Indonesian + Sudanese,522.0,,25.055999999999997,,Javanese,138,,6.624,31.679999999999996,0.2090909090909091,SUS-Wacc,Intelligibility,O,0.9852
155,E,S2S,Tacotron 2,nVIDIA,Multi,Grapheme,T2-mlms-gst-tl,,Indonesian + Sudanese,522.0,,25.055999999999997,,Javanese,138,,6.624,31.679999999999996,0.2090909090909091,MOS,Naturalness/overall quality,S,4.169
156,E,S2S,Tacotron 2,nVIDIA,Mono,Grapheme,T2-su-tl,,English,1440.0,,69.12,,Sudanese,19,,0.912,70.03200000000001,0.013022618231665523,MOS,Naturalness/overall quality,S,3.92
157,E,S2S,Tacotron 2,nVIDIA,Mono,Grapheme,T2-su-tl,,English,1440.0,,69.12,,Sudanese,19,,0.912,70.03200000000001,0.013022618231665523,SUS-Wacc,Intelligibility,O,0.9543
158,E,S2S,Tacotron 2,nVIDIA,Multi,Grapheme,T2-mlms-tl,,Indonesian + Javanese,558.0,,26.784000000000002,,Sudanese,102,,4.896,31.680000000000003,0.1545454545454545,MOS,Naturalness/overall quality,S,3.97
159,E,S2S,Tacotron 2,nVIDIA,Multi,Grapheme,T2-mlms-tl,,Indonesian + Javanese,558.0,,26.784000000000002,,Sudanese,102,,4.896,31.680000000000003,0.1545454545454545,SUS-Wacc,Intelligibility,O,0.9753
160,E,S2S,Tacotron 2,nVIDIA,Multi,Grapheme,T2-mlms-gst-tl,,Indonesian + Javanese,558.0,,26.784000000000002,,Sudanese,102,,4.896,31.680000000000003,0.1545454545454545,MOS,Naturalness/overall quality,S,4.28
161,F,DNN,,,Mono,,TSD-DNN,,,,,0.0,,Tibetan,,800.0,8.0,8.0,1.0,MCD,Acoustics,O,7.812
162,F,DNN,,,Mono,,TSD-LSTM,,,,,0.0,,Tibetan,,800.0,8.0,8.0,1.0,MCD,Acoustics,O,7.619
163,F,DNN,,,Mono,,TSD-BLSTM,,,,,0.0,,Tibetan,,800.0,8.0,8.0,1.0,MCD,Acoustics,O,7.606
164,F,DNN,,,Mono,,TSD-DNN,,,,,0.0,,Tibetan,,800.0,8.0,8.0,1.0,BAP,Acoustics,O,0.174
165,F,DNN,,,Mono,,TSD-LSTM,,,,,0.0,,Tibetan,,800.0,8.0,8.0,1.0,BAP,Acoustics,O,0.172
166,F,DNN,,,Mono,,TSD-BLSTM,,,,,0.0,,Tibetan,,800.0,8.0,8.0,1.0,BAP,Acoustics,O,0.17
167,F,DNN,,,Mono,,TSD-DNN,,,,,0.0,,Tibetan,,800.0,8.0,8.0,1.0,F0 RMSE,Acoustics,O,33.648
168,F,DNN,,,Mono,,TSD-LSTM,,,,,0.0,,Tibetan,,800.0,8.0,8.0,1.0,F0 RMSE,Acoustics,O,33.234
169,F,DNN,,,Mono,,TSD-BLSTM,,,,,0.0,,Tibetan,,800.0,8.0,8.0,1.0,F0 RMSE,Acoustics,O,33.044
170,F,DNN,,,Mono,,TSD-DNN,,,,,0.0,,Tibetan,,800.0,8.0,8.0,1.0,V/UV,Acoustics,O,6.832
171,F,DNN,,,Mono,,TSD-LSTM,,,,,0.0,,Tibetan,,800.0,8.0,8.0,1.0,V/UV,Acoustics,O,6.708
172,F,DNN,,,Mono,,TSD-BLSTM,,,,,0.0,,Tibetan,,800.0,8.0,8.0,1.0,V/UV,Acoustics,O,6.658
173,F,DNN,,,Mono,,MSD-DNN,,,,,0.0,,Chinese,,1352.0,13.52,13.52,1.0,MCD,Acoustics,O,5.05
174,F,DNN,,,Mono,,MSD-LSTM,,,,,0.0,,Chinese,,1352.0,13.52,13.52,1.0,MCD,Acoustics,O,4.984
175,F,DNN,,,Mono,,MSD-BLSTM,,,,,0.0,,Chinese,,1352.0,13.52,13.52,1.0,MCD,Acoustics,O,4.959
176,F,DNN,,,Mono,,MSD-DNN,,,,,0.0,,Chinese,,1352.0,13.52,13.52,1.0,BAP,Acoustics,O,0.17
177,F,DNN,,,Mono,,MSD-LSTM,,,,,0.0,,Chinese,,1352.0,13.52,13.52,1.0,BAP,Acoustics,O,0.17
178,F,DNN,,,Mono,,MSD-BLSTM,,,,,0.0,,Chinese,,1352.0,13.52,13.52,1.0,BAP,Acoustics,O,0.167
179,F,DNN,,,Mono,,MSD-DNN,,,,,0.0,,Chinese,,1352.0,13.52,13.52,1.0,F0 RMSE,Acoustics,O,13.423
180,F,DNN,,,Mono,,MSD-LSTM,,,,,0.0,,Chinese,,1352.0,13.52,13.52,1.0,F0 RMSE,Acoustics,O,12.969
181,F,DNN,,,Mono,,MSD-BLSTM,,,,,0.0,,Chinese,,1352.0,13.52,13.52,1.0,F0 RMSE,Acoustics,O,12.671
182,F,DNN,,,Mono,,MSD-DNN,,,,,0.0,,Chinese,,1352.0,13.52,13.52,1.0,V/UV,Acoustics,O,5.778
183,F,DNN,,,Mono,,MSD-LSTM,,,,,0.0,,Chinese,,1352.0,13.52,13.52,1.0,V/UV,Acoustics,O,5.94
184,F,DNN,,,Mono,,MSD-BLSTM,,,,,0.0,,Chinese,,1352.0,13.52,13.52,1.0,V/UV,Acoustics,O,5.92
185,F,DNN,,,Multi,,SATT-DNN,,Chinese + Tibetan,,1983,19.83,,Tibetan,,800.0,8.0,27.83,0.2874595759971254,MCD,Acoustics,O,7.357
186,F,DNN,,,Multi,,SATT-LSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,800.0,8.0,27.83,0.2874595759971254,MCD,Acoustics,O,7.202
187,F,DNN,,,Multi,,SATT-BLSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,800.0,8.0,27.83,0.2874595759971254,MCD,Acoustics,O,7.09
188,F,DNN,,,Multi,,SATT-DNN,,Chinese + Tibetan,,1983,19.83,,Tibetan,,800.0,8.0,27.83,0.2874595759971254,BAP,Acoustics,O,0.174
189,F,DNN,,,Multi,,SATT-LSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,800.0,8.0,27.83,0.2874595759971254,BAP,Acoustics,O,0.176
190,F,DNN,,,Multi,,SATT-BLSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,800.0,8.0,27.83,0.2874595759971254,BAP,Acoustics,O,0.173
191,F,DNN,,,Multi,,SATT-DNN,,Chinese + Tibetan,,1983,19.83,,Tibetan,,800.0,8.0,27.83,0.2874595759971254,F0 RMSE,Acoustics,O,31.243
192,F,DNN,,,Multi,,SATT-LSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,800.0,8.0,27.83,0.2874595759971254,F0 RMSE,Acoustics,O,30.639
193,F,DNN,,,Multi,,SATT-BLSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,800.0,8.0,27.83,0.2874595759971254,F0 RMSE,Acoustics,O,30.089
194,F,DNN,,,Multi,,SATT-DNN,,Chinese + Tibetan,,1983,19.83,,Tibetan,,800.0,8.0,27.83,0.2874595759971254,V/UV,Acoustics,O,6.484
195,F,DNN,,,Multi,,SATT-LSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,800.0,8.0,27.83,0.2874595759971254,V/UV,Acoustics,O,6.012
196,F,DNN,,,Multi,,SATT-BLSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,800.0,8.0,27.83,0.2874595759971254,V/UV,Acoustics,O,5.391
197,F,DNN,,,Multi,,SATT-DNN,,Chinese + Tibetan,,1983,19.83,,Chinese,,169.0,1.69,21.52,0.07853159851301116,MCD,Acoustics,O,5.053
198,F,DNN,,,Multi,,SATM-LSTM,,Chinese + Tibetan,,1983,19.83,,Chinese,,169.0,1.69,21.52,0.07853159851301116,MCD,Acoustics,O,5.033
199,F,DNN,,,Multi,,SATM-BLSTM,,Chinese + Tibetan,,1983,19.83,,Chinese,,169.0,1.69,21.52,0.07853159851301116,MCD,Acoustics,O,4.959
200,F,DNN,,,Multi,,SATM-DNN,,Chinese + Tibetan,,1983,19.83,,Chinese,,169.0,1.69,21.52,0.07853159851301116,BAP,Acoustics,O,0.174
201,F,DNN,,,Multi,,SATM-LSTM,,Chinese + Tibetan,,1983,19.83,,Chinese,,169.0,1.69,21.52,0.07853159851301116,BAP,Acoustics,O,0.173
202,F,DNN,,,Multi,,SATM-BLSTM,,Chinese + Tibetan,,1983,19.83,,Chinese,,169.0,1.69,21.52,0.07853159851301116,BAP,Acoustics,O,0.169
203,F,DNN,,,Multi,,SATM-DNN,,Chinese + Tibetan,,1983,19.83,,Chinese,,169.0,1.69,21.52,0.07853159851301116,F0 RMSE,Acoustics,O,13.554
204,F,DNN,,,Multi,,SATM-LSTM,,Chinese + Tibetan,,1983,19.83,,Chinese,,169.0,1.69,21.52,0.07853159851301116,F0 RMSE,Acoustics,O,13.519
205,F,DNN,,,Multi,,SATM-BLSTM,,Chinese + Tibetan,,1983,19.83,,Chinese,,169.0,1.69,21.52,0.07853159851301116,F0 RMSE,Acoustics,O,12.374
206,F,DNN,,,Multi,,SATM-DNN,,Chinese + Tibetan,,1983,19.83,,Chinese,,169.0,1.69,21.52,0.07853159851301116,V/UV,Acoustics,O,5.829
207,F,DNN,,,Multi,,SATM-LSTM,,Chinese + Tibetan,,1983,19.83,,Chinese,,169.0,1.69,21.52,0.07853159851301116,V/UV,Acoustics,O,6.321
208,F,DNN,,,Multi,,SATM-BLSTM,,Chinese + Tibetan,,1983,19.83,,Chinese,,169.0,1.69,21.52,0.07853159851301116,V/UV,Acoustics,O,6.108
209,F,DNN,,,Multi,,TSD-DNN,,Chinese + Tibetan,,1983,19.83,,Tibetan,,800.0,8.0,27.83,0.2874595759971254,MOS,Naturalness/overall quality,S,3.21
210,F,DNN,,,Multi,,TSD-LSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,800.0,8.0,27.83,0.2874595759971254,MOS,Naturalness/overall quality,S,3.3
211,F,DNN,,,Multi,,TSD-BLSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,800.0,8.0,27.83,0.2874595759971254,MOS,Naturalness/overall quality,S,3.43
212,F,DNN,,,Multi,,SATT-DNN,,Chinese + Tibetan,,1983,19.83,,Tibetan,,800.0,8.0,27.83,0.2874595759971254,MOS,Naturalness/overall quality,S,3.71
213,F,DNN,,,Multi,,SATT-LSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,800.0,8.0,27.83,0.2874595759971254,MOS,Naturalness/overall quality,S,3.9
214,F,DNN,,,Multi,,SATT-BLSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,800.0,8.0,27.83,0.2874595759971254,MOS,Naturalness/overall quality,S,4.02
215,F,DNN,,,Multi,,MSD-DNN,,Chinese + Tibetan,,1983,19.83,,Chinese,,169.0,1.69,21.52,0.07853159851301116,MOS,Naturalness/overall quality,S,4.12
216,F,DNN,,,Multi,,MSD-LSTM,,Chinese + Tibetan,,1983,19.83,,Chinese,,169.0,1.69,21.52,0.07853159851301116,MOS,Naturalness/overall quality,S,4.23
217,F,DNN,,,Multi,,MSD-BLSTM,,Chinese + Tibetan,,1983,19.83,,Chinese,,169.0,1.69,21.52,0.07853159851301116,MOS,Naturalness/overall quality,S,4.38
218,F,DNN,,,Multi,,SATM-DNN,,Chinese + Tibetan,,1983,19.83,,Chinese,,169.0,1.69,21.52,0.07853159851301116,MOS,Naturalness/overall quality,S,4.05
219,F,DNN,,,Multi,,SATM-LSTM,,Chinese + Tibetan,,1983,19.83,,Chinese,,169.0,1.69,21.52,0.07853159851301116,MOS,Naturalness/overall quality,S,4.14
220,F,DNN,,,Multi,,SATM-BLSTM,,Chinese + Tibetan,,1983,19.83,,Chinese,,169.0,1.69,21.52,0.07853159851301116,MOS,Naturalness/overall quality,S,4.26
221,F,DNN,,,Multi,,TSD-DNN,,Chinese + Tibetan,,1983,19.83,,Tibetan,,800.0,8.0,27.83,0.2874595759971254,DMOS,Similarity,S,3.16
222,F,DNN,,,Multi,,TSD-LSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,800.0,8.0,27.83,0.2874595759971254,DMOS,Similarity,S,3.3
223,F,DNN,,,Multi,,TSD-BLSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,800.0,8.0,27.83,0.2874595759971254,DMOS,Similarity,S,3.45
224,F,DNN,,,Multi,,SATT-DNN,,Chinese + Tibetan,,1983,19.83,,Tibetan,,800.0,8.0,27.83,0.2874595759971254,DMOS,Similarity,S,3.95
225,F,DNN,,,Multi,,SATT-LSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,800.0,8.0,27.83,0.2874595759971254,DMOS,Similarity,S,4.16
226,F,DNN,,,Multi,,SATT-BLSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,800.0,8.0,27.83,0.2874595759971254,DMOS,Similarity,S,4.29
227,F,DNN,,,Multi,,MSD-DNN,,Chinese + Tibetan,,1983,19.83,,Chinese,,169.0,1.69,21.52,0.07853159851301116,DMOS,Similarity,S,4.1
228,F,DNN,,,Multi,,MSD-LSTM,,Chinese + Tibetan,,1983,19.83,,Chinese,,169.0,1.69,21.52,0.07853159851301116,DMOS,Similarity,S,4.3
229,F,DNN,,,Multi,,MSD-BLSTM,,Chinese + Tibetan,,1983,19.83,,Chinese,,169.0,1.69,21.52,0.07853159851301116,DMOS,Similarity,S,4.51
230,F,DNN,,,Multi,,SATM-DNN,,Chinese + Tibetan,,1983,19.83,,Chinese,,169.0,1.69,21.52,0.07853159851301116,DMOS,Similarity,S,4.02
231,F,DNN,,,Multi,,SATM-LSTM,,Chinese + Tibetan,,1983,19.83,,Chinese,,169.0,1.69,21.52,0.07853159851301116,DMOS,Similarity,S,4.14
232,F,DNN,,,Multi,,SATM-BLSTM,,Chinese + Tibetan,,1983,19.83,,Chinese,,169.0,1.69,21.52,0.07853159851301116,DMOS,Similarity,S,4.3
233,F,DNN,,,Multi,,AVM-BLSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,100.0,1.0,20.83,0.048007681228996645,MCD,Acoustics,O,8.677
234,F,DNN,,,Multi,,AVM-BLSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,200.0,2.0,21.83,0.09161704076958314,MCD,Acoustics,O,8.295
235,F,DNN,,,Multi,,AVM-BLSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,350.0,3.5,23.33,0.15002143163309045,MCD,Acoustics,O,8.006
236,F,DNN,,,Multi,,AVM-BLSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,500.0,5.0,24.83,0.20136931131695532,MCD,Acoustics,O,7.388
237,F,DNN,,,Multi,,AVM-BLSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,100.0,1.0,20.83,0.048007681228996645,BAP,Acoustics,O,0.188
238,F,DNN,,,Multi,,AVM-BLSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,200.0,2.0,21.83,0.09161704076958314,BAP,Acoustics,O,0.185
239,F,DNN,,,Multi,,AVM-BLSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,350.0,3.5,23.33,0.15002143163309045,BAP,Acoustics,O,0.176
240,F,DNN,,,Multi,,AVM-BLSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,500.0,5.0,24.83,0.20136931131695532,BAP,Acoustics,O,0.173
241,F,DNN,,,Multi,,AVM-BLSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,100.0,1.0,20.83,0.048007681228996645,F0 RMSE,Acoustics,O,40.163
242,F,DNN,,,Multi,,AVM-BLSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,200.0,2.0,21.83,0.09161704076958314,F0 RMSE,Acoustics,O,36.197
243,F,DNN,,,Multi,,AVM-BLSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,350.0,3.5,23.33,0.15002143163309045,F0 RMSE,Acoustics,O,36.161
244,F,DNN,,,Multi,,AVM-BLSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,500.0,5.0,24.83,0.20136931131695532,F0 RMSE,Acoustics,O,33.038
245,F,DNN,,,Multi,,AVM-BLSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,100.0,1.0,20.83,0.048007681228996645,V/UV,Acoustics,O,8.199
246,F,DNN,,,Multi,,AVM-BLSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,200.0,2.0,21.83,0.09161704076958314,V/UV,Acoustics,O,7.304
247,F,DNN,,,Multi,,AVM-BLSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,350.0,3.5,23.33,0.15002143163309045,V/UV,Acoustics,O,6.957
248,F,DNN,,,Multi,,AVM-BLSTM,,Chinese + Tibetan,,1983,19.83,,Tibetan,,500.0,5.0,24.83,0.20136931131695532,V/UV,Acoustics,O,6.708
249,G,DNN,,,Mono,,id,,,,,0.0,,Indonesian,2250,10800.0,108.0,108.0,1.0,MOS,Naturalness/overall quality,S,3.692
250,G,DNN,,,Mono,,jv,,,,,0.0,,Javanese,420,2016.0,20.16,20.16,1.0,MOS,Naturalness/overall quality,S,3.484
251,G,DNN,,,Mono,,su,,,,,0.0,,Sudanese,330,1584.0,15.84,15.84,1.0,MOS,Naturalness/overall quality,S,3.333
252,G,DNN,,,Multi,,jv+id,,Indonesian,2250.0,10800,108.0,,Javanese,420,2016.0,20.16,128.16,0.15730337078651685,MOS,Naturalness/overall quality,S,3.78
253,G,DNN,,,Multi,,su+id,,Indonesian,2250.0,10800,108.0,,Sudanese,330,1584.0,15.84,123.84,0.12790697674418605,MOS,Naturalness/overall quality,S,3.597
254,G,DNN,,,Multi,,jv+su+id,,Sudanese + Indonesian,2580.0,12384,123.84,,Javanese,420,2016.0,20.16,144.0,0.14,MOS,Naturalness/overall quality,S,3.998
255,G,DNN,,,Multi,,su+jv+id,,Javanese + Indonesian,2670.0,12816,128.16,,Sudanese,330,1584.0,15.84,144.0,0.11,MOS,Naturalness/overall quality,S,4
256,H,S2S,Tacotron 2,ESPNet,Mono,Character,language-specific,,,,,0.0,,Bengali,300,,14.4,14.4,1.0,DMOS,Similarity,S,3.6
257,H,S2S,Tacotron 2,ESPNet,Mono,Character,MLCM,,,,,0.0,,Bengali,300,,14.4,14.4,1.0,DMOS,Similarity,S,3.37
258,H,S2S,Tacotron 2,ESPNet,Mono,Character,language-specific,,,,,0.0,,Hindi,300,,14.4,14.4,1.0,DMOS,Similarity,S,2.88
259,H,S2S,Tacotron 2,ESPNet,Mono,Character,MLCM,,,,,0.0,,Hindi,300,,14.4,14.4,1.0,DMOS,Similarity,S,2.86
260,H,S2S,Tacotron 2,ESPNet,Mono,Character,language-specific,,,,,0.0,,Malayalam,300,,14.4,14.4,1.0,DMOS,Similarity,S,3.13
261,H,S2S,Tacotron 2,ESPNet,Mono,Character,MLCM,,,,,0.0,,Malayalam,300,,14.4,14.4,1.0,DMOS,Similarity,S,3.07
262,H,S2S,Tacotron 2,ESPNet,Multi,Character,language-specific,,Bengali,300.0,,14.4,,Hindi,300,,14.4,28.8,0.5,DMOS,Similarity,S,3.37
263,H,S2S,Tacotron 2,ESPNet,Multi,Character,MLCM,,Bengali,300.0,,14.4,,Hindi,300,,14.4,28.8,0.5,DMOS,Similarity,S,3.27
264,H,S2S,Tacotron 2,ESPNet,Multi,Character,language-specific,,Hindi,300.0,,14.4,,Bengali,300,,14.4,28.8,0.5,DMOS,Similarity,S,3.05
265,H,S2S,Tacotron 2,ESPNet,Multi,Character,MLCM,,Hindi,300.0,,14.4,,Bengali,300,,14.4,28.8,0.5,DMOS,Similarity,S,2.81
266,H,S2S,Tacotron 2,ESPNet,Multi,Character,language-specific,,Malayalam,300.0,,14.4,,Tamil,300,,14.4,28.8,0.5,DMOS,Similarity,S,3.22
267,H,S2S,Tacotron 2,ESPNet,Multi,Character,MLCM,,Malayalam,300.0,,14.4,,Tamil,300,,14.4,28.8,0.5,DMOS,Similarity,S,3.05
268,H,S2S,Tacotron 2,ESPNet,Multi,Character,language-specific,,Tamil,300.0,,14.4,,Malayalam,300,,14.4,28.8,0.5,DMOS,Similarity,S,3.12
269,H,S2S,Tacotron 2,ESPNet,Multi,Character,MLCM,,Tamil,300.0,,14.4,,Malayalam,300,,14.4,28.8,0.5,DMOS,Similarity,S,2.88
270,H,S2S,Tacotron 2,ESPNet,Multi,Phone,Transliteration,,Hindi + Malayalam,600.0,,28.8,,Bengali,300,,14.4,43.2,0.3333333333333333,DMOS,Similarity,S,3.05
271,H,S2S,Tacotron 2,ESPNet,Multi,Phone,Phoen mapping,,Hindi + Malayalam,600.0,,28.8,,Bengali,300,,14.4,43.2,0.3333333333333333,DMOS,Similarity,S,3.32
272,H,S2S,Tacotron 2,ESPNet,Multi,Phone,Transliteration,,Bengali + Malayalam,600.0,,28.8,,Hindi,300,,14.4,43.2,0.3333333333333333,DMOS,Similarity,S,3.18
273,H,S2S,Tacotron 2,ESPNet,Multi,Phone,Phoen mapping,,Bengali + Malayalam,600.0,,28.8,,Hindi,300,,14.4,43.2,0.3333333333333333,DMOS,Similarity,S,3.31
274,H,S2S,Tacotron 2,ESPNet,Multi,Phone,Transliteration,,Bengali + Hindi,600.0,,28.8,,Malayalam,300,,14.4,43.2,0.3333333333333333,DMOS,Similarity,S,3.47
275,H,S2S,Tacotron 2,ESPNet,Multi,Phone,Phone mapping,,Bengali + Hindi,600.0,,28.8,,Malayalam,300,,14.4,43.2,0.3333333333333333,DMOS,Similarity,S,3.35
276,I,S2S,Tacotron,,Multi,Phone,Separate - phn2phn,,English,1440.0,,69.12,,Chinese,15,,0.72,69.84,0.010309278350515464,CER,Intelligibility,O,41
277,I,S2S,Tacotron,,Multi,Phone,Separate - phn2phn,,English,1440.0,,69.12,,Chinese,20,,0.96,70.08,0.0136986301369863,CER,Intelligibility,O,28
278,I,S2S,Tacotron,,Multi,Phone,Separate - phn2phn,,English,1440.0,,69.12,,Chinese,25,,1.2,70.32000000000001,0.01706484641638225,CER,Intelligibility,O,23
279,I,S2S,Tacotron,,Multi,Phone,Separate - phn2phn,,English,1440.0,,69.12,,Chinese,30,,1.44,70.56,0.02040816326530612,CER,Intelligibility,O,22
280,I,S2S,Tacotron,,Multi,Phone,Unified - phn2phn,,English,1440.0,,69.12,,Chinese,15,,0.72,69.84,0.010309278350515464,CER,Intelligibility,O,37
281,I,S2S,Tacotron,,Multi,Phone,Unified - phn2phn,,English,1440.0,,69.12,,Chinese,20,,0.96,70.08,0.0136986301369863,CER,Intelligibility,O,27
282,I,S2S,Tacotron,,Multi,Phone,Unified - phn2phn,,English,1440.0,,69.12,,Chinese,25,,1.2,70.32000000000001,0.01706484641638225,CER,Intelligibility,O,22
283,I,S2S,Tacotron,,Multi,Phone,Unified - phn2phn,,English,1440.0,,69.12,,Chinese,30,,1.44,70.56,0.02040816326530612,CER,Intelligibility,O,20
284,I,S2S,Tacotron,,Multi,Phone,Learned - phn2phn,,English,1440.0,,69.12,,Chinese,15,,0.72,69.84,0.010309278350515464,CER,Intelligibility,O,36.5
285,I,S2S,Tacotron,,Multi,Phone,Learned - phn2phn,,English,1440.0,,69.12,,Chinese,20,,0.96,70.08,0.0136986301369863,CER,Intelligibility,O,27.5
286,I,S2S,Tacotron,,Multi,Phone,Learned - phn2phn,,English,1440.0,,69.12,,Chinese,25,,1.2,70.32000000000001,0.01706484641638225,CER,Intelligibility,O,22.5
287,I,S2S,Tacotron,,Multi,Phone,Learned - phn2phn,,English,1440.0,,69.12,,Chinese,30,,1.44,70.56,0.02040816326530612,CER,Intelligibility,O,21
288,I,S2S,Tacotron,,Multi,Phone,Separate - phn2phn,,English,1440.0,,69.12,,German,15,,0.72,69.84,0.010309278350515464,CER,Intelligibility,O,75
289,I,S2S,Tacotron,,Multi,Phone,Separate - phn2phn,,English,1440.0,,69.12,,German,20,,0.96,70.08,0.0136986301369863,CER,Intelligibility,O,36.5
290,I,S2S,Tacotron,,Multi,Phone,Separate - phn2phn,,English,1440.0,,69.12,,German,25,,1.2,70.32000000000001,0.01706484641638225,CER,Intelligibility,O,30.5
291,I,S2S,Tacotron,,Multi,Phone,Separate - phn2phn,,English,1440.0,,69.12,,German,30,,1.44,70.56,0.02040816326530612,CER,Intelligibility,O,27.5
292,I,S2S,Tacotron,,Multi,Phone,Unified - phn2phn,,English,1440.0,,69.12,,German,15,,0.72,69.84,0.010309278350515464,CER,Intelligibility,O,32
293,I,S2S,Tacotron,,Multi,Phone,Unified - phn2phn,,English,1440.0,,69.12,,German,20,,0.96,70.08,0.0136986301369863,CER,Intelligibility,O,27.5
294,I,S2S,Tacotron,,Multi,Phone,Unified - phn2phn,,English,1440.0,,69.12,,German,25,,1.2,70.32000000000001,0.01706484641638225,CER,Intelligibility,O,23
295,I,S2S,Tacotron,,Multi,Phone,Unified - phn2phn,,English,1440.0,,69.12,,German,30,,1.44,70.56,0.02040816326530612,CER,Intelligibility,O,19
296,I,S2S,Tacotron,,Multi,Phone,Learned - phn2phn,,English,1440.0,,69.12,,German,15,,0.72,69.84,0.010309278350515464,CER,Intelligibility,O,31
297,I,S2S,Tacotron,,Multi,Phone,Learned - phn2phn,,English,1440.0,,69.12,,German,20,,0.96,70.08,0.0136986301369863,CER,Intelligibility,O,29
298,I,S2S,Tacotron,,Multi,Phone,Learned - phn2phn,,English,1440.0,,69.12,,German,25,,1.2,70.32000000000001,0.01706484641638225,CER,Intelligibility,O,26.5
299,I,S2S,Tacotron,,Multi,Phone,Learned - phn2phn,,English,1440.0,,69.12,,German,30,,1.44,70.56,0.02040816326530612,CER,Intelligibility,O,21
300,I,S2S,Tacotron,,Multi,Phone,Separate - phn2phn,,English,1440.0,,69.12,,French,10,,0.48,69.60000000000001,0.00689655172413793,CER,Intelligibility,O,53.5
301,I,S2S,Tacotron,,Multi,Phone,Separate - phn2phn,,English,1440.0,,69.12,,French,12.5,,0.6,69.72,0.008605851979345954,CER,Intelligibility,O,25
302,I,S2S,Tacotron,,Multi,Phone,Separate - phn2phn,,English,1440.0,,69.12,,French,15,,0.72,69.84,0.010309278350515464,CER,Intelligibility,O,18
303,I,S2S,Tacotron,,Multi,Phone,Unified - phn2phn,,English,1440.0,,69.12,,French,10,,0.48,69.60000000000001,0.00689655172413793,CER,Intelligibility,O,24
