#,Study,Arch.,Pipeline (basis),Implementation,Mono/multi,Input type,Model note,Source lang family,Source lang,Total source lang (min),Total source lang (utterances),Source data,Target lang family,Target lang,Target lang (minutes),Target lang (utterances),Target data,Combined data,Data rate (target/combied),Metric,Criterion,Type,Value
786,Q,DNN,,,Multi,,rand,,5 languages,,136870,1368.7,,US English,,35493.0,354.93,1723.63,0.20592006405086938,MSE,Acoustics,O,27.5
787,Q,DNN,,,Multi,,1-hot (init),,5 languages,,136870,1368.7,,US English,,35493.0,354.93,1723.63,0.20592006405086938,MSE,Acoustics,O,27.7
788,Q,DNN,,,Multi,,1-hot (fixed),,5 languages,,136870,1368.7,,US English,,35493.0,354.93,1723.63,0.20592006405086938,MSE,Acoustics,O,27.8
789,Q,DNN,,,Mono,,baseline,,,,,0.0,,UK English,,21403.0,214.03,214.03,1.0,MSE,Acoustics,O,28.5
790,Q,DNN,,,Multi,,rand,,5 languages,,150960,1509.6,,UK English,,21403.0,214.03,1723.6299999999999,0.12417398165499557,MSE,Acoustics,O,28.5
791,Q,DNN,,,Multi,,1-hot (init),,5 languages,,150960,1509.6,,UK English,,21403.0,214.03,1723.6299999999999,0.12417398165499557,MSE,Acoustics,O,28.8
792,Q,DNN,,,Multi,,1-hot (fixed),,5 languages,,150960,1509.6,,UK English,,21403.0,214.03,1723.6299999999999,0.12417398165499557,MSE,Acoustics,O,28.8
793,Q,DNN,,,Mono,,baseline,,,,,0.0,,French,,29924.0,299.24,299.24,1.0,MSE,Acoustics,O,29
794,Q,DNN,,,Multi,,rand,,5 languages,,142439,1424.39,,French,,29924.0,299.24,1723.63,0.17361034560781605,MSE,Acoustics,O,29.2
795,Q,DNN,,,Multi,,1-hot (init),,5 languages,,142439,1424.39,,French,,29924.0,299.24,1723.63,0.17361034560781605,MSE,Acoustics,O,29.7
796,Q,DNN,,,Multi,,1-hot (fixed),,5 languages,,142439,1424.39,,French,,29924.0,299.24,1723.63,0.17361034560781605,MSE,Acoustics,O,29.3
797,Q,DNN,,,Mono,,baseline,,,,,0.0,,Italian,,29897.0,298.97,298.97,1.0,MSE,Acoustics,O,30.3
798,Q,DNN,,,Multi,,rand,,5 languages,,142466,1424.66,,Italian,,29897.0,298.97,1723.63,0.1734536994598609,MSE,Acoustics,O,30.8
799,Q,DNN,,,Multi,,1-hot (init),,5 languages,,142466,1424.66,,Italian,,29897.0,298.97,1723.63,0.1734536994598609,MSE,Acoustics,O,30.9
800,Q,DNN,,,Multi,,1-hot (fixed),,5 languages,,142466,1424.66,,Italian,,29897.0,298.97,1723.63,0.1734536994598609,MSE,Acoustics,O,30.8
801,Q,DNN,,,Mono,,baseline,,,,,0.0,,German,,24535.0,245.35,245.35,1.0,MSE,Acoustics,O,28.9
802,Q,DNN,,,Multi,,rand,,5 languages,,147828,1478.28,,German,,24535.0,245.35,1723.6299999999999,0.14234493481779734,MSE,Acoustics,O,29.3
803,Q,DNN,,,Multi,,1-hot (init),,5 languages,,147828,1478.28,,German,,24535.0,245.35,1723.6299999999999,0.14234493481779734,MSE,Acoustics,O,29.2
804,Q,DNN,,,Multi,,1-hot (fixed),,5 languages,,147828,1478.28,,German,,24535.0,245.35,1723.6299999999999,0.14234493481779734,MSE,Acoustics,O,29.2
805,Q,DNN,,,Mono,,baseline,,,,,0.0,,Spanish,,19872.0,198.72,198.72,1.0,MSE,Acoustics,O,26.9
806,Q,DNN,,,Multi,,rand,,5 languages,,152491,1524.91,,Spanish,,19872.0,198.72,1723.63,0.11529156489501806,MSE,Acoustics,O,27.5
807,Q,DNN,,,Multi,,1-hot (init),,5 languages,,152491,1524.91,,Spanish,,19872.0,198.72,1723.63,0.11529156489501806,MSE,Acoustics,O,27.5
808,Q,DNN,,,Multi,,1-hot (fixed),,5 languages,,152491,1524.91,,Spanish,,19872.0,198.72,1723.63,0.11529156489501806,MSE,Acoustics,O,27.6
809,Q,DNN,,,Mono,,baseline,,,,,0.0,,Polish,,900.0,9.0,9.0,1.0,MSE,Acoustics,O,32.1
810,Q,DNN,,,Multi,,v1,,6 languages,,172363,1723.63,,Polish,,900.0,9.0,1732.63,0.005194415426259501,MSE,Acoustics,O,35.1
811,Q,DNN,,,Multi,,v2,,6 languages,,172363,1723.63,,Polish,,900.0,9.0,1732.63,0.005194415426259501,MSE,Acoustics,O,31
812,Q,DNN,,,Multi,,v3,,6 languages,,172363,1723.63,,Polish,,900.0,9.0,1732.63,0.005194415426259501,MSE,Acoustics,O,30.8
813,Q,DNN,,,Multi,,v4,,6 languages,,172363,1723.63,,Polish,,900.0,9.0,1732.63,0.005194415426259501,MSE,Acoustics,O,31.5
814,Q,DNN,,,Mono,,baseline,,,,,0.0,,Portuguese,,900.0,9.0,9.0,1.0,MSE,Acoustics,O,32.2
815,Q,DNN,,,Multi,,v1,,6 languages,,172363,1723.63,,Portuguese,,900.0,9.0,1732.63,0.005194415426259501,MSE,Acoustics,O,35.5
816,Q,DNN,,,Multi,,v2,,6 languages,,172363,1723.63,,Portuguese,,900.0,9.0,1732.63,0.005194415426259501,MSE,Acoustics,O,31
817,Q,DNN,,,Multi,,v3,,6 languages,,172363,1723.63,,Portuguese,,900.0,9.0,1732.63,0.005194415426259501,MSE,Acoustics,O,31.05
818,Q,DNN,,,Multi,,v4,,6 languages,,172363,1723.63,,Portuguese,,900.0,9.0,1732.63,0.005194415426259501,MSE,Acoustics,O,31.8
819,Q,DNN,,,Mono,,baseline,,,,,0.0,,Polish,,900.0,9.0,9.0,1.0,A/B Preference,Overall quality,S,0.311
820,Q,DNN,,,Multi,,v2,,6 languages,,172363,1723.63,,Polish,,900.0,9.0,1732.63,0.005194415426259501,A/B Preference,Overall quality,S,0.383
821,Q,DNN,,,Mono,,baseline,,,,,0.0,,Polish,,900.0,9.0,9.0,1.0,A/B Preference,Overall quality,S,0.3
822,Q,DNN,,,Multi,,v3,,6 languages,,172363,1723.63,,Polish,,900.0,9.0,1732.63,0.005194415426259501,A/B Preference,Overall quality,S,0.415
823,Q,DNN,,,Multi,,v3,,6 languages,,172363,1723.63,,Polish,,900.0,9.0,1732.63,0.005194415426259501,A/B Preference,Overall quality,S,0.331
824,Q,DNN,,,Multi,,v3,,6 languages,,172363,1723.63,,Polish,,900.0,9.0,1732.63,0.005194415426259501,A/B Preference,Overall quality,S,0.398
825,Q,DNN,,,Mono,,baseline,,,,,0.0,,Portuguese,,900.0,9.0,9.0,1.0,A/B Preference,Overall quality,S,0.144
826,Q,DNN,,,Multi,,v2,,6 languages,,172363,1723.63,,Portuguese,,900.0,9.0,1732.63,0.005194415426259501,A/B Preference,Overall quality,S,0.234
827,Q,DNN,,,Mono,,baseline,,,,,0.0,,Portuguese,,900.0,9.0,9.0,1.0,A/B Preference,Overall quality,S,0.133
828,Q,DNN,,,Multi,,v3,,6 languages,,172363,1723.63,,Portuguese,,900.0,9.0,1732.63,0.005194415426259501,A/B Preference,Overall quality,S,0.256
829,Q,DNN,,,Multi,,v3,,6 languages,,172363,1723.63,,Portuguese,,900.0,9.0,1732.63,0.005194415426259501,A/B Preference,Overall quality,S,0.104
830,Q,DNN,,,Multi,,v3,,6 languages,,172363,1723.63,,Portuguese,,900.0,9.0,1732.63,0.005194415426259501,A/B Preference,Overall quality,S,0.104
831,R,HMM,,,Multi,,baseline UR,,English,315.0,5653,56.53,,Slovenian,2,31.0,0.31,56.84,0.0054539057002111185,A/B Preference,Overall quality,S,0.6364
832,R,HMM,,,Multi,,automatic mapping AM,,English,315.0,5653,56.53,,Slovenian,2,31.0,0.31,56.84,0.0054539057002111185,A/B Preference,Overall quality,S,0.2545
833,R,HMM,,,Multi,,expert mapping MM,,English,315.0,5653,56.53,,Slovenian,2,31.0,0.31,56.84,0.0054539057002111185,A/B Preference,Overall quality,S,0.5545
834,R,HMM,,,Multi,,automatic mapping AM,,English,315.0,5653,56.53,,Slovenian,2,31.0,0.31,56.84,0.0054539057002111185,A/B Preference,Overall quality,S,0.3
835,S,HMM,,,Multi,,SD,,Chinese,,1316,13.16,,Tibetan,,10.0,0.1,13.26,0.007541478129713425,MOS,Naturalness/overall quality,S,1.31
836,S,HMM,,,Multi,,SD,,Chinese,,1316,13.16,,Tibetan,,100.0,1.0,14.16,0.07062146892655367,MOS,Naturalness/overall quality,S,1.99
837,S,HMM,,,Multi,,SD,,Chinese,,1316,13.16,,Tibetan,,700.0,7.0,20.16,0.3472222222222222,MOS,Naturalness/overall quality,S,4.13
838,S,HMM,,,Multi,,SI,,Chinese,,1316,13.16,,Tibetan,,10.0,0.1,13.26,0.007541478129713425,MOS,Naturalness/overall quality,S,2.49
839,S,HMM,,,Multi,,SI,,Chinese,,1316,13.16,,Tibetan,,100.0,1.0,14.16,0.07062146892655367,MOS,Naturalness/overall quality,S,3.04
840,S,HMM,,,Multi,,SI,,Chinese,,1316,13.16,,Tibetan,,700.0,7.0,20.16,0.3472222222222222,MOS,Naturalness/overall quality,S,4.07
841,S,HMM,,,Multi,,SAT,,Chinese,,1316,13.16,,Tibetan,,10.0,0.1,13.26,0.007541478129713425,MOS,Naturalness/overall quality,S,3.88
842,S,HMM,,,Multi,,SAT,,Chinese,,1316,13.16,,Tibetan,,100.0,1.0,14.16,0.07062146892655367,MOS,Naturalness/overall quality,S,3.91
843,S,HMM,,,Multi,,SAT,,Chinese,,1316,13.16,,Tibetan,,700.0,7.0,20.16,0.3472222222222222,MOS,Naturalness/overall quality,S,4.03
844,T,HMM,,,Multi,,Malay TTS1,,English,,1132,11.32,,Malaysian,,1000.0,10.0,21.32,0.46904315196998125,MOS,Naturalness/overall quality,S,3.5
845,T,HMM,,,Multi,,Malay TTS2,,English,,1132,11.32,,Malaysian,,1000.0,10.0,21.32,0.46904315196998125,MOS,Naturalness/overall quality,S,3.7
846,T,HMM,,,Multi,,Malay HMM-based,,English,,1132,11.32,,Malaysian,,1000.0,10.0,21.32,0.46904315196998125,MOS,Naturalness/overall quality,S,4.05
847,U,Unit selection,,,Mono,,,,,,,0.0,,English,,,0.0,0.0,,A/B Preference,Overall quality,S,0.75
848,U,Unit selection,,,Multi,,,,,,,0.0,,English,,,0.0,0.0,,A/B Preference,Overall quality,S,0.19
849,U,Unit selection,,,Mono,,,,,,,0.0,,English,,,0.0,0.0,,A/B Preference,Overall quality,S,0.48
850,U,Unit selection,,,Multi,,,,,,,0.0,,English,,,0.0,0.0,,A/B Preference,Overall quality,S,0.47
851,U,Unit selection,,,Mono,,,,,,,0.0,,Spanish,,,0.0,0.0,,A/B Preference,Overall quality,S,0.98
852,U,Unit selection,,,Multi,,,,,,,0.0,,Spanish,,,0.0,0.0,,A/B Preference,Overall quality,S,0
853,U,Unit selection,,,Mono,,,,,,,0.0,,Spanish,,,0.0,0.0,,A/B Preference,Overall quality,S,0.98
854,U,Unit selection,,,Multi,,,,,,,0.0,,Spanish,,,0.0,0.0,,A/B Preference,Overall quality,S,0
855,U,Unit selection,,,Mono,,,,,,,0.0,,Malaysian,,,0.0,0.0,,A/B Preference,Overall quality,S,0.76
856,U,Unit selection,,,Multi,,P1,,,,,0.0,,Malaysian,,,0.0,0.0,,A/B Preference,Overall quality,S,0.17
857,U,Unit selection,,,Multi,,P2,,,,,0.0,,Malaysian,,,0.0,0.0,,A/B Preference,Overall quality,S,0.05
858,U,Unit selection,,,Mono,,,,,,,0.0,,Malaysian,,,0.0,0.0,,A/B Preference,Overall quality,S,0.26
859,U,Unit selection,,,Multi,,P1,,,,,0.0,,Malaysian,,,0.0,0.0,,A/B Preference,Overall quality,S,0.41
860,U,Unit selection,,,Multi,,P2,,,,,0.0,,Malaysian,,,0.0,0.0,,A/B Preference,Overall quality,S,0.26
861,V,HMM,,,Multi,,Male,,,,,0.0,,Malaysian,240,1000.0,10.0,10.0,1.0,Intelligibility,Intelligibility,O,0.9933
862,V,HMM,,,Multi,,Female,,,,,0.0,,,,,0.0,0.0,,Intelligibility,Intelligibility,O,0.9911
863,W,HMM,,,Mono,,Mono phone mapping synth,,,,,0.0,,TOTAL,,,0.0,0.0,,MOS,Naturalness/overall quality,S,2.2
864,W,HMM,,,Mono,,Mono phone mapping adapt,,,,,0.0,,TOTAL,,,0.0,0.0,,MOS,Naturalness/overall quality,S,3.3
865,W,HMM,,,Multi,,Polyglot cross,,,,,0.0,,TOTAL,,,0.0,0.0,,MOS,Naturalness/overall quality,S,3.8
866,W,HMM,,,?,,Vocoder,,,,,0.0,,TOTAL,,,0.0,0.0,,MOS,Naturalness/overall quality,S,4.3
867,W,HMM,,,Mono,,Mono phone mapping synth,,,,,0.0,,French,463,,22.224,22.224,1.0,MOS,Naturalness/overall quality,S,2.6
868,W,HMM,,,Multi,,Polyglot phone mapping synth,,,,,0.0,,French,463,,22.224,22.224,1.0,MOS,Naturalness/overall quality,S,3.2
869,W,HMM,,,Mono,,Mono phone mapping synth,,,,,0.0,,German,334,,16.032,16.032,1.0,MOS,Naturalness/overall quality,S,1.3
870,W,HMM,,,Multi,,Polyglot phone mapping synth,,,,,0.0,,German,334,,16.032,16.032,1.0,MOS,Naturalness/overall quality,S,3.3
871,W,HMM,,,Mono,,Mono phone mapping synth,,,,,0.0,,Russian,306,,14.687999999999999,14.687999999999999,1.0,MOS,Naturalness/overall quality,S,1.8
872,W,HMM,,,Multi,,Polyglot phone mapping synth,,,,,0.0,,Russian,306,,14.687999999999999,14.687999999999999,1.0,MOS,Naturalness/overall quality,S,3.4
873,W,HMM,,,Mono,,Mono phone mapping synth,,,,,0.0,,Spanish,316,,15.168,15.168,1.0,MOS,Naturalness/overall quality,S,3.1
874,W,HMM,,,Multi,,Polyglot phone mapping synth,,,,,0.0,,Spanish,316,,15.168,15.168,1.0,MOS,Naturalness/overall quality,S,3.3
875,W,HMM,,,Mono,,Mono phone mapping synth,,,,,0.0,,TOTAL,,,0.0,0.0,,MOS,Naturalness/overall quality,S,2.2
876,W,HMM,,,Multi,,Polyglot phone mapping synth,,,,,0.0,,TOTAL,,,0.0,0.0,,MOS,Naturalness/overall quality,S,3.3
877,W,HMM,,,Multi,,Direct synthesis polyglot cross,,,,,0.0,,TOTAL,,,0.0,0.0,,MOS,Naturalness/overall quality,S,3.8
878,W,HMM,,,Multi,,Direct synthesis polyglot direct,,,,,0.0,,TOTAL,,,0.0,0.0,,MOS,Naturalness/overall quality,S,4
879,W,HMM,,,Mono,,Direct synthesis mono direct,,,,,0.0,,TOTAL,,,0.0,0.0,,MOS,Naturalness/overall quality,S,4.3
880,W,HMM,,,?,,Vocoder,,,,,0.0,,TOTAL,,,0.0,0.0,,MOS,Naturalness/overall quality,S,4.3
